,bag_openbareruimte_id,totaal_bijplaatsingen,aantal_niet_aplus,aantal_grofvuil,stadsdeel,postcode,adres,geometrie_origineel,dumpplek,aantal_handhavingen,lon,lat
1146,363300000003556.0,170,100,3,Noord,1024KL,Hilverbeekstraat 10,POINT (125978.49805900354 489177.41738678253),False,1,4.960881565239266,52.389681062161806
795,363300000002997.0,169,142,1,Noord,1025AR,Bosplaat 3,POINT (125070.4313474379 490277.8595294179),False,0,4.947444431828715,52.39952231088683
980,363300000003300.0,169,143,48,West,1053SX,Douwes Dekkerstraat 36,POINT (119513.34948299408 486834.7089396983),False,6,4.866160066445892,52.368246643994375
2261,363300000005153.0,168,122,47,Nieuw-West,1067MX,Troelstralaan 211,POINT (115065.00804071155 487416.42549593665),False,6,4.80077983578624,52.37316919056865
2140,363300000004975.0,168,150,67,Oost,1095GT,Solostraat 1,POINT (124653.06208775929 486011.7329952211),,19,4.941697461575899,52.36115831118451
562,363300000002647.0,167,136,59,West,1055RP,Adolf van Nassaustraat 11,POINT (118903.28196963003 488487.9582102752),False,3,4.857025332239803,52.38306504125987
2074,363300000004879.0,166,135,61,Nieuw-West,1069WD,Wijmarkthof 20,POINT (113885.54459932425 485680.12694521336),False,2,4.783673264961777,52.357477733298275
2314,363300000005226.0,166,114,48,Oost,1091DC,Van Musschenbroekstraat 44,POINT (122535.7005496195 485828.93366222735),False,3,4.910632275789158,52.35939438386698
2282,363300000005185.0,166,95,35,Zuid,1082AE,Reimersbeek 1,POINT (120289.86536509986 481970.4867312101),False,6,4.878062731682842,52.32457994162919
784,363300000002980.0,165,130,79,West,1013RC,Bontekoestraat 10,POINT (120572.81635990544 489351.96458624233),False,7,4.881457506604875,52.39093732360173
2279,363300000005182.0,165,125,47,West,1051XA,Van Beuningenplein 196,POINT (119764.82786475067 488225.3556699266),False,17,4.869706532147959,52.38076094124144
613,363300000002730.0,164,113,88,West,1058HB,Antillenstraat 20,POINT (118493.14444467903 485863.24904509116),False,17,4.851286666490047,52.35944901419609
998,363300000003330.0,163,88,31,Centrum,Nederland,Halvemaansteeg 1,POINT (121529.61480094022 486667.241454715),True,15,4.895780131890647,52.36686814127044
1983,363300000004759.0,163,32,2,Centrum,Nederland,Oude Doelenstraat 9,POINT (121591.24242723471 487193.5671846241),True,4,4.896632631920818,52.371602141233424
1480,363300000004034.0,162,61,6,Zuid,1075AX,Prins Hendriklaan 1,POINT (119459.83464715946 485318.03850850556),False,1,4.865534631978473,52.354612441444026
1911,363300000004663.0,162,120,64,Nieuw-West,1068EJ,Rijgersborgh 6,POINT (114910.92028647453 485938.64639696805),False,6,4.798693466708567,52.359876883502494
365,363300000002177.0,162,102,37,Oost,1019MN,Feike de Boerlaan 68,POINT (124646.1988197556 487121.5134283177),False,12,4.941496521651434,52.37113192111183
1936,363300000004694.0,162,48,11,Centrum,Nederland,Oudezijds Armsteeg 6,POINT (121765.2304709919 487654.07754224684),True,3,4.899141831936881,52.375751441196066
695,363300000002850.0,162,134,49,West,1055CG,Esmoreitstraat 36,POINT (118526.07565902808 487889.8845853793),False,2,4.851550186758074,52.37766508394814
730,363300000002911.0,161,130,43,Nieuw-West,1063ZT,Freek Oxstraat 9,POINT (116977.19938660928 488111.84656561713),False,4,4.828779366647811,52.37955482304909
1422,363300000003945.0,161,36,10,Centrum,Nederland,Kalkmarkt 13,POINT (122257.98100053833 487290.1192608836),True,7,4.906413231869718,52.372510041199554
1367,363300000003868.0,161,33,5,Centrum,Nederland,Sint Olofspoort 1619,POINT (121799.58364517364 487706.3982849047),True,1,4.899641131937443,52.376223741191204
1175,363300000003592.0,160,101,24,Centrum,1018BW,Hoogte Kadijk 414,POINT (123385.23364020961 486622.8661409648),True,5,4.923028281727107,52.366579271196734
634,363300000002761.0,160,95,16,Zuid,postcode niet in CMS,Assumburg 2,POINT (119602.72577769464 482372.4746705285),False,4,4.867941665830303,52.32814894452851
1831,363300000004550.0,160,136,69,Nieuw-West,1064ZZ,Zenostraat 15,POINT (116098.78511203744 487391.4725924442),False,13,4.8159624671062655,52.37301914420851
1015,363300000003354.0,159,122,71,Zuid,postcode niet in CMS,Hectorstraat 2,POINT (119411.35583101296 484355.58488348016),False,16,4.864924866129314,52.345959444303325
367,363300000002188.0,159,149,11,Oost,1086ZT,John Campbellstraat 10,POINT (127392.40615781568 485972.88920774206),False,2,4.981914451334859,52.36095370107379
163,363300000001359.0,159,150,88,Nieuw-West,1062DG,Marius Bauerplantsoen 41,POINT (117810.36588503687 486268.67067487695),,9,4.841219132184218,52.36304684144973
899,363300000003167.0,159,103,46,Zuid,1081GN,Cronenburg 154,POINT (119141.43456908778 482378.27339592454),False,16,4.861174380427729,52.328171169665524
1059,363300000003410.0,158,121,48,Nieuw-West,1064HP,Jacques Perkstraat 11,POINT (116262.00205943707 487767.2583272056),False,6,4.81831578248715,52.3764079439431
796,363300000002998.0,158,100,55,Zuid,1079SW,Boterdiepstraat 16,POINT (122452.02834853476 483959.65124994674),False,19,4.9095848316287976,52.342589541410085
2667,363300000005777.0,158,131,63,West,1013CE,Noordkaapstraat 4,POINT (120602.33172163872 489236.0635238149),False,21,4.88190295351065,52.38989754285032
2034,363300000004823.0,158,86,30,Noord,1033AP,Dolfijnhof 1,POINT (120546.67299269498 492202.300704732),False,0,4.880780812350444,52.41655228094929
1509,363300000004073.0,157,3,0,Centrum,Nederland,Korte Keizersdwarsstraat 2,POINT (122031.52909009953 487189.62732057663),True,1,4.903097931882509,52.37159334121547
1301,363300000003783.0,157,108,26,Centrum,Nederland,Haarlemmerstraat 63,POINT (121336.94055339476 488130.78343510145),True,24,4.892804732006074,52.38000964118258
423,363300000002460.0,157,104,42,Nieuw-West,1065AZ,Bakhuizen van den Brinkhof 1,POINT (116665.34792486399 486268.6285397215),False,0,4.824409766857971,52.36296774429741
2638,363300000005731.0,157,111,74,Nieuw-West,1065LR,Aaf Bouberstraat 61,POINT (116363.79598213703 485523.4598296168),False,6,4.820068466809278,52.35624961441223
600,363300000002705.0,157,99,32,Zuid,1081JV,Amstelveenseweg 1094,POINT (118881.45684034453 481786.3279710324),False,9,4.8574242317921605,52.32283414169881
2573,363300000005610.0,156,6,2,Zuidoost,1102JC,Huntum 3A parkeerterrein,POINT (126002.88145689038 480061.852211201),False,2,4.962025162118642,52.30775708304252
895,363300000003162.0,156,114,37,Noord,1024KH,Corversbosstraat 4,POINT (125954.2010890111 489414.6919344426),False,0,4.960504131693297,52.391812240906766
1626,363300000004240.0,156,107,55,West,1057VD,Magalhaensplein 15A,POINT (118647.13108291595 486742.4617559346),False,18,4.853452032144157,52.36736094138439
1198,363300000003625.0,156,116,62,Zuid,1078CH,IJselstraat 2,POINT (122101.18691289739 484516.7374906767),False,17,4.904382195687213,52.347575384062615
78,363300000001114.0,156,101,36,Oost,1019DP,Dirk Vreekenstraat 11,POINT (124266.62605287966 487098.18425874505),False,9,4.935925265661558,52.37090114356931
471,363300000002532.0,155,120,63,Oost,1091RZ,Eerste Boerhaavestraat 35,POINT (122423.45552773584 485726.5267061897),False,2,4.908994505794716,52.35846737388874
1862,363300000004595.0,155,112,46,Noord,1033KS,Sinaasappelstraat 24,POINT (121825.07749168202 491485.4830052724),False,2,4.899642102191539,52.41018890094291
1438,363300000003970.0,155,70,36,Centrumlocaties,Nederland,Kattengat/koggestraat,POINT (120616.13496067403 487994.24236347066),True,0,4.882232832059017,52.378737841221316
475,363300000002537.0,154,120,32,West,1054BR,Eerste Constantijn Huygensstraat 2,POINT (120002.86652381298 486503.73955131986),False,4,4.873381732011376,52.36530354134411
1602,363300000004207.0,154,81,24,Zuid,1082KR,Loowaard 1,POINT (120349.07346011803 482617.5144677909),False,3,4.878864635734478,52.3303987444376
955,363300000003256.0,154,131,5,Zuid,1078JM,Diezestraat 17,POINT (121251.13785676358 484308.57183380134),False,0,4.891928215399329,52.34565298319349
752,363300000002939.0,153,31,3,Centrum,Nederland,Binnen Bantammerstraat 17,POINT (121989.86996278507 487426.88458771096),True,3,4.902462931902127,52.3737231412017
2748,363300000006014.0,153,18,1,Centrum,Nederland,Nadorststeeg 6,POINT (121379.57936219749 487220.2178722513),True,0,4.893522031940896,52.37182874124044
451,363300000002496.0,153,69,23,Noord,1024BG,Beemsterstraat 120,POINT (125160.98359581709 489539.49234262836),False,4,4.948840521770648,52.39289131093155
1946,363300000004711.0,153,89,44,Zuid,1076XX,Olympiakade 55,POINT (118983.63711980062 484509.7148504186),False,4,4.858631661965288,52.34731679151641
1205,363300000003641.0,153,126,47,Nieuw-West,postcode niet in CMS,Israël Queridostraat 2,POINT (116865.47364935 487804.5719166813),False,2,4.827173447030973,52.376785534095504
1580,363300000004180.0,152,19,1,Centrum,Nederland,Lijnbaanssteeg 4a,POINT (121276.35824043924 487698.1294920363),True,0,4.891958431982069,52.37611754121342
424,363300000002461.0,152,93,17,Oost,1097LB,Bakhuys Roozeboomstraat 14,POINT (124031.1469003734 484426.75793056376),False,0,4.932713631523195,52.34687885131438
1158,363300000003569.0,152,106,66,Oost,1091LV,Hofmeyrstraat 13B,POINT (122897.24126260924 484955.7550834918),False,17,4.916022801657108,52.35156807132631
1244,363300000003707.0,152,98,31,West,1056KP,Geuzenkade 81,POINT (119394.96892321501 487562.0116701119),False,13,4.86434493213503,52.3747754413
46,363300000001017.0,151,111,61,Oost,1087DR,Jean Desmetstraat 62,POINT (128153.01530169172 485877.18018465274),False,15,4.993087861262005,52.36013122104862
2691,363300000005833.0,151,64,6,Nieuw-West,1068RZ,Opmerkzaam 93,POINT (115592.98891560498 485405.4121221146),False,1,4.808768266925237,52.35513394448973
2057,363300000004859.0,151,98,49,Nieuw-West,1068VN,President Allendelaan 401,POINT (115425.55959231916 486658.9197503389),False,9,4.8061632671224945,52.36638744435225
1517,363300000004082.0,151,71,10,Centrum,Nederland,Korte Marnixstraat & Korte Wagenstraat,POINT (120664.535703123 488590.67725930124),True,0,4.882882675337747,52.384101187854924
1082,363300000003450.0,151,95,33,Zuid,1077JH,Beethovenstraat 22,POINT (120278.830245599 484771.4203374363),False,10,4.8776120518711625,52.34975218144612
1214,363300000003655.0,151,101,61,Nieuw-West,1063GS,Jaap Nunes Vazstraat 12,POINT (116551.78251336954 488555.3039117789),False,1,4.822480982446079,52.38351063135259
885,363300000003143.0,150,107,20,Oost,1097AL,Cornelis Drebbelstraat 16B,POINT (123719.33363778824 485147.1166307752),False,4,4.9280707215987,52.35333532127984
2407,363300000005348.0,150,114,19,Oost,1097CE,Wakkerstraat 2,POINT (123790.82323333673 485257.1049283004),False,2,4.9291098015999,52.354327891269705
1567,363300000004161.0,150,80,16,Centrum,Nederland,Leliegracht 51A,POINT (120772.91178270728 487665.2108825898),True,32,4.88456873202328,52.3757905412364
2059,363300000004862.0,150,121,17,Centrumlocaties,Nederland,Weteringschans 2,POINT (120706.49751785197 486190.132128096),True,40,4.883743931929583,52.36252944133564
29,363300000000997.0,150,78,13,Zuid,1076DP,Afroditekade 26B,POINT (118817.09295559049 484474.7867077487),,0,4.8561913319772945,52.34699194152559
765,363300000002954.0,150,108,52,West,1061BM,Blauwvoetstraat 105,POINT (117713.79726800014 487900.6352861635),False,4,4.83962043230233,52.37770714134729
1508,363300000004071.0,149,9,0,Centrum,Nederland,Korte Dijkstraat 4,POINT (121942.34491012222 487105.9605460572),True,0,4.90179663188457,52.37083604122466
1346,363300000003846.0,149,103,64,West,1058XT,Crynssenstraat 1,POINT (118824.01497312443 486070.01384805486),False,24,4.856121376461107,52.3613291541438
2136,363300000004971.0,148,111,53,Oost,1094BE,Soendastraat 105,POINT (124455.42028390987 486454.79806908604),False,5,4.938755831622956,52.36512934116353
326,363300000001918.0,148,45,4,Centrum,Nederland,Kalfsvelsteeg 1,POINT (121356.31581767401 487027.4929862339),True,4,4.893199731929904,52.37009524125403
1799,363300000004505.0,147,107,27,Nieuw-West,1069WN,Schuitenhuisstraat 54,POINT (114090.53310609725 485648.5492142868),False,0,4.786686032461269,52.35720924164281
780,363300000002976.0,147,111,51,West,1058XC,Bonairestraat 17,POINT (118769.00762851516 485953.2982406339),False,44,4.855326446454813,52.36027657416248
1934,363300000004692.0,147,95,4,Centrum,Nederland,Damrak 59HS,POINT (121496.42447573757 487578.27444254037),True,1,4.895202031954975,52.37505384121214
442,363300000002485.0,147,119,43,Nieuw-West,1067XD,Bartholomeus Drijfhoutstraat 8,POINT (114713.53925685586 488275.21992980875),False,4,4.795515997462003,52.38086164421618
2699,363300000005846.0,147,44,17,Zuid,postcode niet in CMS,Geervliet 69,POINT (120454.95625895796 482733.19672114874),False,6,4.88040604573172,52.33144508441484
826,363300000003049.0,147,89,38,Nieuw-West,1064AE,Burgemeester Cramergracht 40,POINT (117236.54114078375 487356.6626107975),False,7,4.832672906501331,52.372785723126064
47,363300000001018.0,146,88,37,Oost,1087BC,Johan van der Keukenstraat 71G,POINT (127885.3725766153 485850.1194545648),False,9,4.989161111283548,52.359874871061436
455,363300000002504.0,145,111,55,West,1053BB,Wenslauerstraat 110,POINT (119402.3195893653 486736.1787413905),False,26,4.864540332078757,52.36735394135366
314,363300000001791.0,145,79,34,Oost,1097HP,Schagerlaan 85,POINT (123511.41809837148 484508.36389580014),False,2,4.925078831573788,52.347582741330406
189,363300000001420.0,145,66,16,Nieuw-West,1060RZ,Eurokade 37,POINT (114025.98173447134 484619.6088703581),False,0,4.785863832397987,52.347957141712335
1193,363300000003615.0,145,67,63,Oost,1097TH,Huismanshof 34,POINT (124662.98376067185 483794.35769030766),False,0,4.942043022851633,52.34123046266002
1492,363300000004053.0,144,58,23,Centrum,Nederland,Kromme Waal 23,POINT (122003.93493916895 487526.0083298399),True,16,4.902659731907606,52.3746148411946
1305,363300000003787.0,144,80,55,Noord,1031BN,Malvastraat 15,POINT (122670.16852971783 489206.45905286376),False,2,4.912281274722495,52.389757175776744
1608,363300000004214.0,144,103,39,Nieuw-West,1065HD,Louis Chrispijnstraat 11,POINT (116779.42841731326 485347.7214372154),False,8,4.826189166309126,52.35469928342574
2021,363300000004808.0,144,76,22,West,1058VD,Arubastraat 1,POINT (118710.71054815062 485921.21011425485),False,31,4.854474132083475,52.35998434143536
915,363300000003191.0,144,133,2,Zuid,1071WB,Daniël de Langestraat 14,POINT (120552.98314715052 484919.4819723605),False,0,4.881620403714868,52.3511001128503
1730,363300000004405.0,143,99,36,West,1054ET,Tesselschadestraat 15A,POINT (120346.7786589418 486118.2501427256),False,3,4.8784705319557835,52.36186084135518
2563,363300000005594.0,143,111,38,Nieuw-West,1067VR,J.G. Suurhoffstraat 117,POINT (114201.34652927471 488219.78776354756),False,0,4.788000532624375,52.380325641471224
918,363300000003199.0,143,98,63,Zuid,1073LB,David Blesstraat 16,POINT (121945.85146988549 484731.25036960293),False,4,4.902081505742947,52.349493964049195
769,363300000002960.0,142,105,1,Noord,1023VJ,Blokkerstraat 36,POINT (125212.43931829036 489398.61986991484),False,1,4.949608931756609,52.39162804093868
1512,363300000004076.0,142,23,7,Centrum,Nederland,Korte Koningsdwarsstraat 8A,POINT (122058.54917036791 487205.41387206345),True,4,4.9034931318812385,52.371736841213334
2764,363300000006081.0,142,104,44,Nieuw-West,1058GC,Hendrikje Stoffelsstraat 3,POINT (118006.69096534103 485596.5652465934),False,4,4.844175206537609,52.357019714268375
129,363300000001249.0,142,119,6,Noord,1035SR,Johannes J. Glasweg 3,POINT (122238.07557091738 492641.9709861347),,0,4.905598632234762,52.420607340850054
2350,363300000005268.0,142,63,34,Oost,1097WZ,Veeteeltstraat 80,POINT (124900.63070113143 483753.96395105176),False,2,4.945533732804875,52.34088049264577
1131,363300000003531.0,141,97,66,Zuid,1076RZ,Herculesstraat 31,POINT (119324.61609514403 484647.3268862644),False,6,4.863621046183465,52.3485757942751
2787,363300003695526.0,141,73,38,Noord,1031KB,Spadinalaan 101,POINT (121891.02166788877 488962.1815037767),False,1,4.9008601320144995,52.387515341105214
2512,363300000005504.0,141,84,6,Noord,1034KZ,Oosterlengte 2,POINT (123406.18008250045 491189.4702049305),False,0,4.922906242034875,52.407621900896395
1652,363300000004274.0,140,81,40,Zuid,1081AD,Marquette 1,POINT (119605.1049116863 481930.80768877524),False,10,4.86802296536478,52.32417968364055
1111,363300000003493.0,140,91,43,Nieuw-West,1065VD,Johan Kernstraat 33,POINT (116949.27499194052 485874.7322240543),False,2,4.828622503642585,52.359447447257594
223,363300000001499.0,140,106,33,Nieuw-West,1066HG,Borgloonstraat 63,POINT (116392.84976434376 484326.42498201714),False,3,4.820632272175735,52.34549361163458
1564,363300000004157.0,140,80,21,Centrumlocaties,Nederland,Westerdok 324,POINT (120683.2474280608 486405.50856745534),True,17,4.883380631946089,52.36446364132245
1540,363300000004125.0,140,27,2,Centrum,Nederland,Langebrugsteeg 13III,POINT (121352.02679356287 486945.81800933636),True,0,4.893144931924765,52.369360941259565
956,363300000003259.0,139,81,64,Noord,1024XR,Dijkmanshuizenstraat 244,POINT (125777.6091782094 489980.3893681938),False,2,4.957860723040285,52.39688696984051
1426,363300000003951.0,139,85,23,Noord,postcode niet in CMS,Kamperfoelieweg 53,POINT (122801.65324646783 489851.3973019166),False,1,4.914150866288974,52.395561143356
2257,363300000005148.0,138,90,15,Oost,1091LT,Transvaalkade 130,POINT (123000.34802538253 484853.00805768813),False,1,4.917545851641267,52.35065066132886
2163,363300000005008.0,138,34,4,Centrum,Nederland,Sint Annenstraat 1,POINT (121577.80508178502 487446.92681571614),True,1,4.896410131939081,52.37387834121739
2180,363300000005026.0,138,41,9,Centrum,Nederland,Staalstraat 32,POINT (121710.47097798884 486812.691981183),True,6,4.898421031884827,52.36818634125344
2833,363300011951173.0,138,99,32,Noord,postcode niet in CMS,Walvisvaart 5,POINT (121910.04688513087 492498.329971905),False,3,4.900790896804045,52.419296713109375
